Y06,,,,,,,,,,,,,,,,,,,,,,,,,,,
T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A
T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A,T05A
T05A,T05A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A
T05A,T05A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A
T05A,T05A,T03A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T04A,T04A,T04A,T04A,T04A,T10A,T10A,T10A
T05A,T05A,T03A,T03A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T04A,T04A,T04A,T04A,T10A,T10A,T10A,T03A,T03A,T03A,T03A,T03A,T10A,T10A,T10A
T05A,T05A,T03A,T03A,T03A,T10A,T10A,T10A,T10A,T04A,T04A,T10A,T10A,T03A,T03A,T03A,T03A,T10A,T10A,T10A,T03A,T03A,T03A,T03A,T03A,T10A,T10A,T10A
T05A,T05A,T03A,T03A,T03A,T03A,T10A,T10A,T10A,T03A,T03A,T10A,T10A,T03A,T03A,T03A,T03A,T10A,T10A,T10A,T03A,T03A,T03A,T03A,T03A,T10A,T10A,T10A
T05A,T05A,T03A,T03A,T03A,T03A,T10A,T10A,T10A,T03A,T03A,T10A,T10A,T03A,T03A,T03A,T03A,T10A,T10A,T10A,T03A,T03A,T03A,T03A,T03A,T10A,T10A,T10A
T05A,T05A,T03A,T03A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T03A,T03A,T03A,T03A,T10A,T10A,T10A,T03A,T03A,T03A,T03A,T03A,T10A,T10A,T10A
T05A,T05A,T03A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T03A,T03A,T03A,T03A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A
T05A,T05A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A
T05A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A,T10A
T08A,T08A,T08A,T08A,T08A,T08A,T08A,T08A,T08A,T08A,T08A,T08A,T08A,T08A,T08A,T08A,T08A,T08A,T08A,T08A,T08A,T08A,T08A,T08A,T08A,T08A,T08A,T08A
-,,,,,,,,,,,,,,,,,,,,,,,,,,,
